Nome.da.instituicao;Classe;Nome.cientifico;Numero.de.individuos;Categoria.de.Ameaca;Localidade;Municipio;Latitude;Longitude
Sem Informações;Coscinodiscophyceae;Fragilaria;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Not assigned;Phormidium retzii;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Chlorophyceae;Microspora tumidula;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Chlorophyceae;Oedogonium;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Zygnematophyceae;Spirogyra;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Florideophyceae;Batrachospermum ambiguum;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Florideophyceae;Batrachospermum arcuatum;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Xanthophyceae;Vaucheria sessilis;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Florideophyceae;Hildenbrandia angolensis;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Sem Informações;Sem Informações;1;Sem Informações;Parque Estadual Do Caracol;Canela;-29.311389;-50.856389
Sem Informações;Pinopsida;Araucaria angustifolia;52;Em Perigo;Parque Estadual Do Espigão Alto;Barracao;-27.617881;-51.531294
Sem Informações;Aves;Gubernatrix cristata;3;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;4;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Mammalia;Didelphis albiventris;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Akodon azarae;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys;1;Em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys;1;Em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys flavescens;16;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys flavescens;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;61;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;14;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;13;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Calomys laucha;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys flavescens;14;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys flavescens;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Akodon azarae;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;19;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Akodon azarae;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;22;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys;2;Em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys flavescens;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Akodon azarae;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys flavescens;17;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;9;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;9;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys;2;Em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Nectomys squamipes;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.207503;-57.54845
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys flavescens;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Wilfredomys oenax;1;Em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Calomys laucha;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187222;-57.490556
Sem Informações;Aves;Turdus rufiventris;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.058331;-51.174442
Sem Informações;Arachnida;Amblyomma tigrinum;12;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma tigrinum;25;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma aureolatum;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Rhipicephalus sanguineus;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Rhipicephalus sanguineus;20;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma aureolatum;15;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma ovale;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma tigrinum;27;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Rhipicephalus sanguineus;3;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Arachnida;Amblyomma aureolatum;8;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200611;-57.498722
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187472;-57.45375
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211694;-57.478278
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187472;-57.45375
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200111;-57.5
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211694;-57.478278
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200833;-57.500361
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201556;-57.438944
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200611;-57.498722
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187472;-57.45375
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211694;-57.478278
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.187472;-57.45375
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200111;-57.5
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211694;-57.478278
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.200833;-57.500361
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201556;-57.438944
Sem Informações;Mammalia;Cryptonanus chacoensis;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Akodon azarae;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Akodon azarae;9;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Akodon azarae;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Oligoryzomys nigripes;7;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Cavia aperea;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Oligoryzomys nigripes;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Akodon azarae;4;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Mammalia;Akodon azarae;2;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.206942;-57.555
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Gubernatrix cristata;1;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;Acesso Restrito;Acesso Restrito
Sem Informações;Aves;Sublegatus modestus;258;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Molothrus bonariensis;259;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Polioptila dumicola;260;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Zonotrichia capensis;261;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Elaenia parvirostris;262;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Lepidocolaptes angustirostris;263;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Elaenia parvirostris;264;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Lepidocolaptes angustirostris;265;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Zonotrichia capensis;266;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Tangara sayaca;267;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Tangara sayaca;268;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Elaenia spectabilis;269;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Zonotrichia capensis;270;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Colaptes melanochloros;271;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Elaenia spectabilis;272;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Paroaria coronata;273;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Saltator aurantiirostris;274;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.197647;-57.483603
Sem Informações;Aves;Molothrus bonariensis;275;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Sublegatus modestus;276;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Elaenia spectabilis;277;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Sicalis flaveola;278;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Elaenia spectabilis;279;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Patagioenas maculosa;280;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Progne tapera;281;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Sublegatus modestus;282;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Coryphistera alaudina;283;Criticamente em Perigo;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Molothrus bonariensis;284;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Tyrannus savana;285;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Elaenia parvirostris;286;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Agelaioides badius;287;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Agelaioides badius;288;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Suiriri suiriri;289;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Tangara sayaca;290;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Pyrocephalus rubinus;291;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Suiriri suiriri;292;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Tyrannus savana;293;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.211875;-57.470894
Sem Informações;Aves;Sicalis flaveola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Elaenia parvirostris;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Tyrannus savana;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Zonotrichia capensis;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Sicalis flaveola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Empidonomus aurantioatrocristatus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Polioptila dumicola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Heliomaster furcifer;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Polioptila dumicola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Myiarchus swainsoni;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Columbina picui;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Elaenia spectabilis;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Polioptila dumicola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Polioptila dumicola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Sublegatus modestus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Sublegatus modestus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Veniliornis mixtus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Columbina picui;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Passer domesticus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Molothrus bonariensis;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Polioptila dumicola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Pyrocephalus rubinus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Passer domesticus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Sicalis flaveola;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Sublegatus modestus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Lepidocolaptes angustirostris;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Sublegatus modestus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
Sem Informações;Aves;Passer domesticus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201111;-57.501389
Sem Informações;Aves;Agelaioides badius;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.2025;-57.501111
Sem Informações;Aves;Passer domesticus;1;Sem Informações;Parque Estadual Do Espinilho;Barra Do Quarai;-30.201944;-57.501111
