Nome.da.instituicao;Classe;Nome.cientifico;Numero.de.individuos;Categoria.de.Ameaca;Localidade;Municipio;Latitude;Longitude
Sem Informações;Mammalia;Phyllostomidae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Vespertilionidae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Phyllostomidae;2;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Muridae;27;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;10;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;61;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;21;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Muridae;5;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Muridae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Phyllostomidae;8;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Muridae;2;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Mammalia;Muridae;3;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;2;Sem Informações;Apa Do Banhado Grande;Viamao;-30.011931;-50.965133
Sem Informações;Mammalia;Muridae;1;Sem Informações;Apa Do Banhado Grande;Viamao;-29.974778;-50.965017
Sem Informações;Insecta;Blepyrus clavicornis;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Insecta;Coccidoxenoides perminutus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Anagyrus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Acerophagus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Pseudococcus viburni;500;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Planococcus ficus;500;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Dysmicoccus sylvarum;50;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Dysmicoccus brevipes;50;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Anisococcus parasitus;200;Sem Informações;Área Agrícola;Bento Goncalves;-29.111111;-51.438889
Sem Informações;Insecta;Acerophagus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Chartocerus axillaris;1;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Phenacoccus tucumanus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Phenacoccus gregosus;1;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Planococcus citri;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Insecta;Pseudococcus longispinus;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Insecta;Pseudococcus nakaharai;2;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Pseudococcus sociabilis;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Nipaecoccus jacarandae;3;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Ferrisia terani;3;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Insecta;Ferrisia meridionalis;3;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Insecta;Dysmicoccus texensis;1;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Blepyrus clavicornis;30;Sem Informações;Área Agrícola;Bento Goncalves;-29.111106;-51.438889
Sem Informações;Insecta;Pseudococcus viburni;200;Sem Informações;Área Agrícola;Bento Goncalves;-29.111108;-51.438889
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Tapes;-30.6375;-51.374833
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Reptilia;Liolaemus arambarensis;1;Em Perigo;Área De Restinga, Pública;Arambare;-30.916389;-51.489167
Sem Informações;Actinopterygii;Rineloricaria aequalicuspis;12;Sem Informações;Arroio Água Parada;Maquine;-29.670667;-50.203
Sem Informações;Actinopterygii;Microglanis cibelae;8;Sem Informações;Arroio Água Parada;Maquine;-29.670667;-50.203
Sem Informações;Sem Informações;Sem Informações;200;Sem Informações;Canal São Gonçalo;Rio Grande;-32.053889;-52.371667
Sem Informações;Liliopsida;Campylocentrum;1;Em Perigo;Esec Taim;Rio Grande;-32.452272;-52.549956
Sem Informações;Sem Informações;Sem Informações;1;Criticamente em Perigo;Esec Taim;Rio Grande;-32.452272;-52.549956
Sem Informações;Liliopsida;Trichocentrum pumilum;1;Sem Informações;Esec Taim;Rio Grande;-32.449956;-52.538206
Sem Informações;Liliopsida;Cattleya;1;Vulnerável;Esec Taim;Rio Grande;-32.452272;-52.549956
Sem Informações;Liliopsida;Acianthera;1;Criticamente em Perigo;Esec Taim;Rio Grande;-32.452272;-52.549956
Sem Informações;Liliopsida;Capanemia micromera;1;Sem Informações;Estação Biológica De Aracuri;Muitos Capoes;-28.326389;-51.184167
Sem Informações;Sem Informações;Sem Informações;250;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.366667;-50.233333
Sem Informações;Pinopsida;Araucaria angustifolia;52;Em Perigo;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.383653;-50.249425
Sem Informações;Insecta;Diptera;355;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Arachnida;Araneae;194;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Blattodea;5;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Coleoptera;344;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Hemiptera;438;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Hymenoptera;1,200;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Malacostraca;Isopoda;1;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Lepidoptera;4;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Neuroptera;1;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Arachnida;Opiliones;1;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Orthoptera;131;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Psocoptera;2;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Chilopoda;Chilopoda;2;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Insecta;Thysanoptera;15;Sem Informações;Estação Ecológica De Aratinga;Sao Francisco De Paula;-29.347778;-50.234442
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.558222;-52.504639
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.557333;-52.504778
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535167;-52.528722
Sem Informações;Liliopsida;Aechmea recurvata;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535639;-52.529222
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535169;-52.528725
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535642;-52.529225
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535172;-52.528728
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535644;-52.529228
Sem Informações;Liliopsida;Bromeliaceae;1;Parque Estadual De Itapuã;Estação Ecológica Do Taim;Rio Grande;-32.535175;-52.528731
Sem Informações;Liliopsida;Bromeliaceae;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.535644;-52.529228
Sem Informações;Liliopsida;Vriesea carinata;1;Sem Informações;Estação Ecológica Do Taim;Rio Grande;-32.557333;-52.504778
Sem Informações;Reptilia;Tropidurus torquatus;379;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.978611;-55.417222
Sem Informações;Reptilia;Homonota uruguayensis;1,024;Vulnerável;Fazenda Particular Campo Pedregoso;Rosario Do Sul;-30.2275;-55.126942
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Reptilia;Tropidurus catalanensis;1;Sem Informações;Fazenda Particular Campo Pedregoso;Alegrete;-29.790161;-55.795225
Sem Informações;Insecta;Banasa;3;Sem Informações;FZB Porto Alegre;Porto Alegre;-30.051686;-51.177208
Sem Informações;Insecta;Euschistus;1;Sem Informações;FZB Porto Alegre;Porto Alegre;-30.051686;-51.177208
Sem Informações;Insecta;Pellaea stictica;7;Sem Informações;FZB Porto Alegre;Porto Alegre;-30.051681;-51.177206
Sem Informações;Insecta;Hypselonotus interruptus;3;Sem Informações;FZB Porto Alegre;Porto Alegre;-30.051681;-51.177206
Sem Informações;Gastropoda;Pomacea canaliculata;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Ancylidae;26;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Hydrobiidae;11;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Planorbidae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Sem Informações;24;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Sem Informações;13;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Clitellata;Glossiphoniidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Tanaidae;1,401;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Hyalella;106;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Ostracoda;Cyprididae;713;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Baetidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Caenidae;14;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Coenagrionidae;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Libellulidae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Dytiscidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydrophilidae;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Noteridae;6;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydroptilidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Oxyethira;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Leptoceridae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Polycentropodidae;148;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Cyrnellus;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Ceratopogonidae;20;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chaoboridae;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chironomidae;1,099;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Culicidae;23;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Naucoridae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Pleidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Veliidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Pomacea canaliculata;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Ancylidae;26;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Hydrobiidae;11;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Planorbidae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Sem Informações;24;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Sem Informações;13;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Clitellata;Glossiphoniidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Tanaidae;1,401;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Hyalella;106;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Baetidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Caenidae;14;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Coenagrionidae;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Libellulidae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Dytiscidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydrophilidae;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Noteridae;6;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydroptilidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Oxyethira;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Leptoceridae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Polycentropodidae;148;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Cyrnellus;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Ceratopogonidae;20;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chaoboridae;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chironomidae;1,099;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Culicidae;23;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Naucoridae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Pleidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Veliidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Turbellaria;Dugesiidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Nematoda;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Pomacea canaliculata;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Ancylidae;18;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Hydrobiidae;13;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Physidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Gastropoda;Planorbidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Bivalvia;Hyriidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Annelida;164;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Sem Informações;Sem Informações;9;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Clitellata;Glossiphoniidae;115;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Palaemonidae;4;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Dogielinotidae;779;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Malacostraca;Cymothoidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Ostracoda;Cyprinotus;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Ostracoda;Stenocypris;48;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Ostracoda;Cytheridella;11;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Baetidae;8;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Caenidae;36;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Coenagrionidae;15;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Libellulidae;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Gomphidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Dytiscidae;27;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Gyrinidae;6;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydrophilidae;18;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Noteridae;22;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Hydropsychidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Neotrichia;6;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Nectopsyche;2;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Oecetis;7;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Polycentropodidae;3;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Cyrnellus;96;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Ceratopogonidae;16;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chaoboridae;292;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Chironomidae;689;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Culicidae;115;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Belostomatidae;1;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Insecta;Pyralidae;17;Sem Informações;Lagoa Caconde;Osorio;-29.867143;-50.206637
Sem Informações;Actinopterygii;Gymnogeophagus gymnogenys;1;Sem Informações;Lagoa Cerquinha;Cidreira;-30.232367;-50.261367
Sem Informações;Actinopterygii;Astyanax jacuhiensis;1;Sem Informações;Lagoa Cerquinha;Cidreira;-30.232367;-50.261367
Sem Informações;Actinopterygii;Gymnogeophagus gymnogenys;2;Sem Informações;Lagoa Cerquinha;Cidreira;-30.232367;-50.261367
Sem Informações;Insecta;Diptera;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104972
Sem Informações;Insecta;Coleoptera;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104969
Sem Informações;Insecta;Hymenoptera;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Lepidoptera;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Zelandotipula;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Ozodicera;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Nephrotoma;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Toxorhina;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Teucholabis;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
Sem Informações;Insecta;Gonomyia;300;Sem Informações;Marismas Lagoa Dos Patos;Rio Grande;-32.022092;-52.104967
